Google Play Games,"I have used this app before and I enjoy the gamer profile and such but it was a bundled app on my old phone. I was forced to download it for my new phone because of a game I play. However, Google Play Games is constantly downloading and installing new games and I do not know how to make it stop. ",0
Google Play Games,I think Google Play Games is great. My problems and losses by now has nothing to do with Google Play Games. It seems my games don't last it out untill I feel I've had enough. Somehow I've spend R100's of rands only to loose the whole game and not even on Google Play Games app can I find to restore,1
Google Play Music,This is an amazing app for finding and listening to music. I use it primarily via bluetooth in my car. I have two gripes though so it only gets 4 stars. 1. Often I will want to listen to one of my playlists in order. ,1
Google Play Music,Took away youtube red and hard to find new music in favorite genre. The top songs are sorted right. Explicit songs and albums pop up even with them blocked thus resulting in nude art covers for explicit albums even in the christian/gospel setting. ,0
Google,constantly pop up some adds in my mobile so I cant even use my phone as I wish... ludacris... I am step away from system reset to fabrics and definitely will delete all chromes from my all device from now on. Much better browsers out there to have that,0
Google,"It's an unique app,thats i have got. And it is store house of info,, but there are a lot of update recomendation",1
Google,I have love Google for a long time. They keep coming up with great answers to whatever I presents to them. Keep working developers. One love.,1
MX Player,One of the best app i've ever used.... would have rate it 5 but i noticed something..it takes time for a video to show finished or unfinished...you have to go out of the folder and get back for it to change... wasn't like this before... please fix it.,1
MX Player,You've ruined what was a near perfect app. Too many ads and now you're trying to push this Netflix-style garbage menu. We don't care. We were all happy with how the app was. Uninstalled and finding something else. ,0
MX Player,"Are you seriously out of your mind. Why create a Must Watch section, if you don't want anyone to use it. 2 ads each of 30 secs are popping up every 2 minutes. And there is no option for even cancelling them. I've had to watch the same ads multiple times",0
Google Chrome,Just downloaded the latest edition of chrome. I HAVE a fairly decent addiction to the porn site XNXX. I Hope that the new update is able to keep up with my data usage and downloads. I AM going to take it for a test drive right now and I'll be back with my full review. Be safe everyone and please tak...,1
Google Chrome,"Another update, still no reversion to better bookmarking. This time they decided to screw with the ability to change your default search engine. Was fine for me before this (use duckduckgo), but now i can't search from the url bar and when i try to change anything in that specific settings menu,",0
Google Chrome,"Great. Requests: - The UI was changed for better with tabs & 'new tab' buttons moved to the bottom, which made it much easier to use on a handheld smartphone. The last update returned it to the top, which is less comfortable up there",1
Ridmik Keyboard,"Best ever update! 🥰 New Emoji as Iphone!🥰 wow! I've been looking for these emoji for a long time. Emoji flags have become double. It's also a Crown Emoji. Where are the music emojis? Fix it as soon as possible. If it's possible, fix the other emojis too. As usual it's good looking. Thank you",1
Ridmik Keyboard,i can't type any emoji. no emoji supported. pls test again ur update and fix those bugs. ,0
Ridmik Keyboard,"New update is even worse, previous version was better than this. In many game chat, I can use bangla typing. But recently after new update, I can not type bangla in those game chats or even can not type english in those game app using this app.",0
Google Photos,Thanks Google Photos! Being able to have my photos backed up to google drive from our phones and devices is awesome! It provides an option for an almost instant back up copy which is helpful should you lose your device & Google photos has so many cool options. ,1
Google Photos,"This App and the people over at Google have been doing a remarkable job.. I didn't really have a full appreciation until I saw the video collage they made of my three year old son and all of the videos I've recorded. It's crazy how smart technology has become, and the people behind it all. Thank you",1
Google Photos,"Best photo app out there, unlimited storage with decent quality (it would be perfect if they increased the video quality to 4k60, but that's fine tho). Assistant does a great job creating short movies, collages, etc",1
ShareIt,"Unable to join iphones. I switched on location and Bluetooth and iphone connected to my started hotspot. iPhone is in receiver mode, But i dont see iphone device on my app when i am trying to send files.",0
ShareIt,its not helpful so hard to share wtfff.,0
ShareIt,best and faster app for sharing,1
Gmail,"Inbox has been deprecated. Gmail do not have bundle which makes really hard to manage a huge volume of emails. I receive 100+ mail per day and without bundles, my inbox feels really un-organized. The app has become unsusable for me. Sad.",0
Gmail,"Gmail is great, Google devs have worked hard to keep improving the functionality of the app. 👍Only downside I've found is not having ability to create new labels or folders in mailbox via App. One must web login to say create new folder under mailbox",1
Gmail,You're killing the BEST email app ever (Inbox) in a few days and say you are bringing the best features from inbox over to Gmail but you are still missing the best feature of Inbox- the bundling of emails!! Gmail is the app that should be deleted- Inbox is far superior and a much more pleasing look....,0
AppLock,sir i am totally disappointed there is no method to recover the password. my mobile software was updated i add the back password but its not work. totally hanged the phone .. kindly resolve this issue i shall be very thankful to u.,0
AppLock,Best than others! Must use. But I don't like those ads after I close any app which is locked my applock.. I can't use my dial pad after the recent update🙁 please do something about it.. I tried the new *#*#12345#*#* thing but it doesn't work. I'll give 5 stars after you fix it☺,1
AppLock,"Great app, but why does it force me to sign into a Gmail account for the security email? It doesn't seem right that I have to enter the password to my Gmail account to use it as a security email. Applock should NOT be requesting Gmail passwords. ",0
UC Browser,say the truth nd let the truth set you free.this uc browser was very! very!! very!!! great on my tecno k7.i am alwayz enjoing the speedest whenever i want 2 download music or videos.may God bless the founder of uc browser.for those that said it was not speed on dere phone dis advice is 4 you.delete ...,1
UC Browser,"Are you dumb or stupid?? Replace forward button, one of the essential buttons, with share??? Yeah I can see that people will tend to share the web they are seeing than forward when they misclick backward. Stupid dev and app.",0
UC Browser,very bad app dont download plz I uninstalled it. it take lots of data. this show bad news it have many many ads. Plz give option to block ads strictly. downloading speed very slow but it show speed up in downloading. Thus do something and reply me,0
Call Free,great,1
Call Free,I love the way that we can get free calls with video chat I think that is the best thing that ever came out where you can talk to somebody and see their face and they can see you that's like the best thing that ever came out in the history of phone calls thank you for your outstanding device'sREAD ALL REVIEWS,1
Call Free,horrible...anytime I'm on the phone this will pop up with ads even when i was not using this app,0
Google Drive,"Dedicated user! I LoveD Drive Until the latest upgrade! i have 2 pdf files at Drive that will not upload upload, they have been 'spinning' over 2DAYS-So Far! With your upgrade there is no way to delete these 2 seperate files as there used to be! please go back 1 upgrade!! Please ",0
Google Drive,"***Update - you fixed it, back to being great again. Thank you for the prompt response! Same. After the update just hangs on uploading. It's been uploading all day. Restarted the phone. Doesn't start trying to upload until I go back into Drive then it attempts again. ",1
Google Drive,"I've used Google Drive as my cloud storage platform of choice for over 5 years on Desktop and Mobile. I've stuck with this software through thick and thin, and will continue to. Google Docs, Sheets, and Slides is well integrated. Sharing and group editing are easy. ",0
Plex,"Ross HallMarch 23, 201931Having to edit my old 5 star review as this new UI is just the worst. Plex used to be amazing and so simple; that's why it was great. The new UI hides features and settings that were in common use (why can't I see locally synced photos without going to my server to see they are synced?)",0
Plex,Latest update has MASSIVE battery drain issue. Set a movie to play on my Chromecast (not my phone) and by the time it was over I had lost 1/3 of my battery. Phone is noticably warmer than usual. Closed app and it continued to use another 1/3 of my battery with nothing playing at all,1
Plex,"So I just got Plex pass so I could stream music. The app is painfully slow, it takes up to 30 seconds to skip to next song. So far it has been great for movies. The app also worked great as a remote control for my TV and rasplex. I will be cancelling my Plex ",1
Opera Mini,"I use opera from last few years it working good. Its maintain a difference with other browsers i.e. UC Browser. But now it became like others it show to much fake news, lots of ads and also most use feature of opera mini is going to fake is ad blocker.",0
Opera Mini,Absolutely terrible. 1 thing is for sure it's not fast at all. web page loading time is terrible and it crashes constantly. And I got more than enough RAM on my phone. Disappointing. The new update went from bad to to worse. Now I can't even load a single web page,0
Opera Mini,"Better than any browser I know, by far. Although while I was busy downloading some music, I created a destination file on my SanDisk card. After I did this I started downloading but I noticed after a while that the files just didn't want to download, ",1
Facebook Lite,"Facebook lite is taking my all contact details without my prior permissions. Bloody snooper, why are you risking our privacy ? Who told you to take all my contacts ? Google should ban such type of criminal activities. I am gonna raise this privacy leak in proper Government channel way.",0
Facebook Lite,"Its good... work well, consume less data and a little bit faster than fb but sometimes it shows some issues.... And one thing i want to advice adding dark theme will give it plus point.......",1
Facebook Lite,"When i share posts with my own comments added above, the app doesn't include my comments and just shares the original post. Really frustrating. Also a lot of links in events dont work.",0
MSQRD,"I don't have a phone so I can't send stuff but my dad found it and we sent a video of me and my dad in the face swap filter to my mum, she thought it was hilarious. But I love this app it has some really funny filters, my favourite is the alien one it's soooo funny! ",1
MSQRD,"This is nothing new, seeing that other people have the same complaint, but it really does suck that Android users don't get as many masks as iOS. Why is that? Why dont we deserve the same amount of masks? It entertains my 4 year old niece, and it can be a little entertaining,",0
MSQRD,1st versions were great. And then the updates came and more masks were removed and IOS got a ton more masks in their update. So I ended up going back to an older version... Don't know why they can not update us with the same masks as iOS users..,0
F8,Wasn't what I'd thought. I wanted the App that F8 created AFTER the conference.,0
F8,It's not good don't download,0
F8,"This app is great, I don't know what these people are talking about... why does it only crash on their phones but not mine?",1
Facebook Pages Manager,Awful app. Never works. Updating this review after 23 months and still no improvement. Notifications have never worked and replaying to people etc doesnt work either. After almost 2 full years i've given up hope that Facebook will ever be able to fix its issues from dodgy code to societal issues.,0
Facebook Pages Manager,it's a decent app. I like the fact that all my pages are right there but I dont like the fact that I dont get any notifications when someone comments or messages me. I have go in each page and check my messages.,1
Facebook Pages Manager,App Never tells me when I have notifications of messages. I have then turned on but I have to check. This makes my reply time go up as opposed to keeping my badge on like it should be. Fix this app please,0
Email,"Had it for a while and worked with no issues to start with it. Then started not getting any notifications for new emails and would have to go to the app and refresh it manually to get the new emails. Even worse for the last few days it has been closing ""unexpectedly"" every time I open it.",0
Email,"Tried Google account and Google notified that ""The sign in for this app has not been verified by Google yet"" then what's the point in listing this app first in the list while searching for Email app in the store? Then tried office 365 account and failed again. Can't find a single good email app that...Full Review",0
Email,The app works well for me but the ads really piss me off when they pop up now n then.... u can also increase the optimal message to 100 instead of 25,1
Maps,Thanks Google maps. Great information today. Used the app for directions using public transport for journey within London.. Able to set times and options. You did lose the GPS signal a couple of times during my bus journey but I had superb information about the stops en route and approximate timings...Full Review,1
Maps,"I like the way it shows the alternative way with the relative time difference, but sometimes it ignores parallel options: example, NJ turnpike has two roads, Cars only and Cars/Trucks/Bus. these two are very long and once you are on one there's no change to the other. they could be very different in...",1
Maps,"Been good till recently, maps not updating, says loading maps. Try to jump across to google earth, where it just freezes. Google earth works ok independently. It is something to do with my S9, the wife's phone has no problem at the same time same maps. All updates done and done a uninstall/reinstall.",0
Instagram,Not getting option to share other stories to my stories,0
Instagram,I love Instagram IT IS NICEEEE APP,1
Instagram,i love it,1
Pinterest,"So far so good: I give Pinterest 4 stars at this time. I'd love to give Pinterest more, but it is still early yet. I have enjoyed Pinterest in the past (2012) and I am pleased to see the changes they have made since that time. One thing that caught my eye(s) about this app: Pinterest states, ",1
Pinterest,"Before Pinterest you might have spent weeks trying to find ideas with detailed instructions on sites that sold things. This app brings a whole new world of sharing and I absolutely LOVE the content on Pinterest. If you want to fix up, brighten or even fjnd yourself with the opportunity to start new,...Full Review",1
Pinterest,"I LoVe Pinterest!! It has soooo many cool things and ideas!! AND I can save ALL of my favorite things to it anywhere from health to gardening to, how too's videos, animal care ideas, it just goes on!! Thank you Pinterest!!😁",1
Hangouts,"I only have this app because I use it occasionally for communicating with people for AR games, and it is very good for that. But please can we get an update that lets you report users for being porn bots? I have recieved around 10 chats with only myself and a bot, and a few that had 5 porn bots and ...Full Review",0
Hangouts,If you would just advertise more you might be surprised at the reaction you get. this is a free chat and very well done I might add. it's how me and my military husband video chat while hes away and we dont need wifi to have it. we can phone call each other as well and it's great. the chat itself is...,1
Hangouts,"last update seems to have gotten rid of the ability to have different notification sounds based on conversation, which vastly reduces the usefulness of the app for me. Also, the app is way too bright white with no colors any more and no dark mode. I swear Google doesn't want me to use their products...",0
Google Translator,"It's a good, reliable app. You just have to avoid pushing it too hard or trusting it too much. Five stars if they beef up thr info they give you. They should include much of the information you can get in wiktionary. It should be a one stop shop for declension, congregation, and sentence examples fo...",1
Google Translator,"Edit 22.3.19 Your reply and the said option are useful, however, earlier feature should not have been removed as we could avoid copying. Rated from 2 to 4. Edit 20.3.19 Why translate SMS option is removed. it's a useful option. Rating down from 5 to 2. [Old review]. I couldn't help rating it",0
Google Translator,Conversation feature (English / Thai) hasn't worked for me since December 2017 It listens but never produces any translated text (on both strong wifi or 4g). Also the latest update now cannot playback speech output for translated typed in words (English to Thai) ,0
Google News,"All the ""science"" articles are articles about rocket launches. That's cool pop, but no actual science bring reported. All the ""technology"" articles are ads for games and phones. That is not the state of all technology today.",0
Google News,The new UI is pleasant but I wish it didn't break functionality on tablets. The update means I now get a blown up phone app with lots and lots of empty space. I think I'll have to roll-back the update until at least a few more columns can be viewed at once,1
Google News,I have magazine and newspaper subscriptions for the Google Play Store. If I click on a subscription it takes me to this news reader app. But this app won't let me read my subscriptions! It just wants to recommend more featured articles and subscriptions. Why can't I find my digital subscriptions? ,0
Imo Plus,"both imo and imo beta SUCKS. I don't need to tell why. imo plus is the best version in my opinion. because its minimalistic, it doesn't have a ton of option, stories are not in home, video and audio quality are much better than those two. but 1 issue, I turned off call sound, vibration in option",0
Imo Plus,"Why i cant connect calls , who already have imo app again asking invites them. Totally terrible app. Don't want to give 1 star but unfortunately there is no 0 star.",0
Imo Plus,"Best version of Imo no doubt, but full of BUGS! Text sending sign is not showing properly, last seen not showing properly, even the in app new notification is not getting bold or any special sign, so it's difficult to find out the new message at a first glance on app other than if I know who's texti...",1
Tango,Why did you delete all my posts and my likes? Give my posts back please. And also the near me function was so good to meet people... Bring it back please. This app is getting worse and worse I swear,0
Tango,"can not see others ptofile pictures, keep getting kicked out of Tango back to back followed by a message saying (unfortunately Tango has stoped), it takes more gift money than you send, when you block someone Tango unblock them, some members do not receive the gifts you send them",0
Tango,"I always using this app from 2014 till now 2018, this was great app for me, but now when I open this app on my screen leader live broadcast made me so shy, just look like porno site, I feel so shy open this app on public. Please.... Take note about this....!!!READ ALL REVIEWS",1
"Candy Camera - selfie, beauty camera, photo editor",pix save hony me bht tym lgta hai...pehly ye problm kbi nhi hua,1
"Candy Camera - selfie, beauty camera, photo editor",More and more and more ads… Just unbearable🙃🙃🙃,0
"Candy Camera - selfie, beauty camera, photo editor",Menu shoud be remove camera directly open as pervious version but new functions are realy good but menu should be remove developer,1
InstaSweet Retro - Vintage Photos Filter Camera,well there are some extra annoying adds sometimes but it is one of the most usefull apps i ve ever seen (true story) download to find out,1
InstaSweet Retro - Vintage Photos Filter Camera,"Great filters, HORRIBLE ADS. Not just ads while using the app, but ads just if youre using your phone with the app closed. they appear every few minutes. It's seriously so annoying. Not sure id its worth dealing with the ads, because its definitely not worth paying to delete them you feel me?",0
HD Camera,I tried many camera apps and this is by far the best. Pictures are clear and bright. The only thing that could make this better is if you would add the option for square pictures 1:1 that was the reason I searched for a camera app,1
HD Camera,"**SCAM** The developers claim that if you watch a certain number of videos then the AD's disappear. That is a BLATANT lie! I did as they request and yet an advert for Selfie Camera appears in the middle of the screen EVERY TIME you open the app. Close that, and another advert for Selfie Camera appears in the top left corner. THEY ARE LIARS!",0
HD Camera,Nice camera one advice for you. pics display on full screen if this addition is in such a good thing.,1
BeautyPlus - Easy Photo Editor & Selfie Camera,it has become worst now. except HD effect nothing is good that too they ask you for subscription after few edits. updated beauty plus are poorest in everything . I m uninstalling it now. would not recommend anyone,0
BeautyPlus - Easy Photo Editor & Selfie Camera,"Hate it after the update. i was using the beautify option heavily but since the update it doesn't quite work. You need to give tips on how to use new ""features"" otherwise they just become annoyance.",0
BeautyPlus - Easy Photo Editor & Selfie Camera,"I am a very old user. First of all, this application was free before all but now you are asking for money. It is wrong, you should give the old customer free or else I will not use your application. Your application is very good. That's why I give you 5 stars.",1
BeautyPlus - Easy Photo Editor & Selfie Camera,"This is the best app .No words to express my views .I only want to tell those people who don't use this ,I suggest you to take experience with this app also",1
"Sweet Camera - Photo Filters, Beauty Selfie Camera","it's an awesome app. only thing is, it tells me its using my battery and idk how to get it to not do that...or is that even a problem? anyways, it's pretty great",1
"Sweet Camera - Photo Filters, Beauty Selfie Camera",ads k bagher is k kuch filters use ni kiye ja rahe ..aur ads bi ni ate .. aur ab yeh boht slow work kr raha hy .,0
Open Camera,"It puts OEM camera apps to shame! This is just simply an excellent camera. It has tons of added features, no ads and best of all, Camera2 api. I regret not using this camera all these years. The user interface is suberb although I suggest a revamp to make it like OEM camera apps(i.e more modern). All features work perfectly. But, I wish there is a video stabilisation option. Anyways, I highly recommend it for all users. The developer deserves all praise and support. Kudos to the developer!",1
Open Camera,"edit: i take my review back. THIS APP IS TERRIBLE. i had to refilm stuff multiple times due to all the glitches. the audio didnt sync properly with the video, and the camera gets out of focus easily. also several of my videos never got saved for some reason. STAY AWAY",0
YouCam Perfect - Selfie Photo Editor,are you crazy.. toomuch price(250/month or1500/year) demand for pro version. and add single payment lifetime mod and fix low amount for Indian customers,0
YouCam Perfect - Selfie Photo Editor,This is a great aap ...I advise to all who was like to click pictures ..to install this app... 😘😘😘..This app filter has great ...i love itt...😀😀😀😀,1
YouCam Perfect - Selfie Photo Editor,Front Camera Selfie Showing So Much Blurness. Even With Or Without Filters. Photos Are Coming With So Much Of Blurness. Please Minimize Blurness Of Front Selfie Camera And Extraa Blurness From Filters.,0
Camera for Android,So far so good the quality of the picture seems to be better but I haven't used it enough to know for sure if it got any quirks I'll upgrade the rating later,1
Camera for Android,"I got this app because i had no camera on my phone... the app only lasted two nights?! I only took like five pictures on this app then, it said it stoped working?!?! If you dont have a camera app dont get this one!! its not a good app and only lasted me two days?! The worst part was the day it stoped i was driving to my vacation hotel! i could not take pictures so i really dont know how i lasted vk?!",0
HD Camera,It doesn't have clearity but I'm giving them 4 stars cause I hope that they will do their best next time....☺️,1
HD Camera,DO NOT INSTALL!! Very bad coded app. Does nothing else than the inbuild phone app already does. Can not safe to SD. Support is poor. No respond to emails. Too many ads. Makes phone Slow down and drains battery,0
Camera MX - Free Photo & Video Camera,"Wonderful features. It'll take a long time to go through them all. Best part: great quality results. I disabled the brightness (TOO BRIGHT!) upon opening. I went through a bunch of sub-par apps until finding this one. Hope I keep this one for a long time. Thanks. Haven't tried selfies yet... (Earlier, my phone was slow. But I gave this app a 2nd try, & PRESTO! It works great!! People: sometimes it's not the app's fault! Double-check your phone!)",1
Camera MX - Free Photo & Video Camera,"Settings are limited, cant change picture resolution above 4k, quality is less than stock app, loading the latest taken photos take time, oh and always asking for rating. one star is minimum, second star is for it being a camera app.",0
"Sweet Selfie - live photo, beauty cam, selfie edit","can't figure anything out that I was hoping for. it shows you can change the filter for face slimming, teeth whitening, eye size, etc. but can't figure out where any of that is done. I've clicked every button on the camera. disappointed. that's the features I wanted. not stupid dog face filters and such.",0
"Sweet Selfie - live photo, beauty cam, selfie edit",i love it even my mom like this app and i am too thank you for who made the sweet selfie i am so happy for using this app i love it my name is allycia thank you for listening i have to many questions to ask you if you are a girl or boy tell me in your message i wanna be your friend and do you have a question for me? that's all wooh i have the best selfie ty for the app i.love.it.so.so.so.mmuucchh😍😍😍😍😍😍😍😍😍❤️💓💕💖💗💙💚💛🧡💜💝💞💟💌❣️👍👍👍👏👏👏😍😍😍😍😍😍😍😍😍😍😍😍😉😉😉😉😉😉😉😆😆,1
"Sweet Selfie - live photo, beauty cam, selfie edit","not ease to open camera, lots of setting problem, i tried several times to open camera",0
DSLR Zoom Camera,bahut ghatia app hai ye and useless,0
DSLR Zoom Camera,this is faltu app i didnt like it yak😢,0
Camera for S9 - Galaxy S9 Camera 4K,I like this app...picture quality is good... but adds are irritating..,1
Camera for S9 - Galaxy S9 Camera 4K,"its good but i am giving only one star,the reason is when i click the picture in dark it gives a flashlight but when it saves the picture it shows dark and the picture taken with flashlight doesnt save with that light please make it correct and also the emojis are not downloading 😑",0
Mi X Camera  - MI 10 Camera +,good photo app. I was kinda sad because of the watermark being only for prime users but I'm glad the developers reverted this option. I like the fact that it is add free and hope it stays that way. one thing o dont like is montly payments.,1
Mi X Camera  - MI 10 Camera +,this is not good camera ....not working in night ...and his..flash light was..vary poor .,0
Camera360: Selfie Photo Editor with Funny Sticker,"Its a nice app but taking video too short.. But all in its good app... i give u 5 stars but i cant access my account now.. i cant receive, likes or see my friends status.. i hope u can help me with this.. fix this.. im so disapointed right now. 😑",1
Camera360: Selfie Photo Editor with Funny Sticker,good app but having problem whenever i open the picture with gallery. the eyebrows and face makeup in the picture will be distorted. using huawei nova 3. pls fix,1
Camera360: Selfie Photo Editor with Funny Sticker,its cemera not ejects capture on time poor sensor,0
Retrica,This app is such a amazing! you know what when i know this app before 1yrs. I want to make GIF then i see that my bro make it easily on that time i download itt. If you want to know about it than see-- It is amazing fantastic fabulous awesome superb I think it is much more for you Download the app and enjoy itt!!,1
Retrica,now they started charging and I am not able to use this app they are asking to pay. so i am giving 1 rating. its time to use different app..,0
BeautyCam,This app for take any selfie is very delightful and appriciational then othars.,1
BeautyCam,plzz change it in previous version bcz new version is not good as previous version,0
"Cymera Camera - Photo Editor, Filter & Collage",i have tried many other apps but yours is the best where we can add or adjust any volume of features n etc. Is there any possible ways to include difference styles of hair for enhancement. enjoy every minute of your wonderful app. Keep it up the good work!,1
"Cymera Camera - Photo Editor, Filter & Collage","This is a really bad app.... It was good before updating, but after updating the pictures which I wanna edit doesn't appear only in the list..... Vvvvvvv..... Disappointed....",0
Home Workout - No Equipment,super i like this app more than other apps. I reccoment this app 💯%try this app,1
Home Workout - No Equipment,A very good app I loved it thank you for making this app. The best bodybuilding app ever thank you very very very much best stuff I don't have words to say thank you thank you very much for making this app,1
Protein - Vitamins Supplement Content In Food,very nice information provide by developer thanks to you give mi this app. good app,1
Protein - Vitamins Supplement Content In Food,"annoying adds, and it is not exhaustive list",0
Gym Coach - Workouts & Fitness At Home Workouts,"This app contain lots of things specially daily meals. love to use, satisfied. thanks Gym Coach!!!",1
Gym Coach - Workouts & Fitness At Home Workouts,"poor experience, too much of ad",0
Pro Gym Workout (Gym Workouts & Fitness),it is awesome the only drawback is that some plans like 3 months 6 months are locked and to buy them we have to pay a lot of money for each.... otherwise i recommend to install it,1
Pro Gym Workout (Gym Workouts & Fitness),you literally have one workout you can do unless you pay for the premium or spend 2.89 per workout. stop trying to grab as much money as possible.,0
Fitness & Bodybuilding,This is the first time I have ever found such an amazing app for fitness. This Fitness app allows anyone to be able to learn all types of exercises easily. It also gives great visuals for understanding of how to do a workout with proper form which I love.,1
Fitness & Bodybuilding,I decided to not renew and app stopped tracking workouts before subscription date ended. I will look for different app with no restrictions. App often displays wrong values. extremely frustrating to keep track of progress.,0
Gym Coach - Workouts & Fitness At Home Workouts,"This app contain lots of things specially daily meals. love to use, satisfied. thanks Gym Coach!!!",1
Gym Coach - Workouts & Fitness At Home Workouts,"poor experience, too much of ad",0
Gym Fitness & Workout : Personal trainer,Nice app just go for it.... But have a question have I have to pay once for pro...pleas let me know how to,1
Gym Fitness & Workout : Personal trainer,Overloaded and hard to use. Have to type to many times to get where i want. Needs a much better UI,0
